Line No,File Path,Error No,Error Message,Misra Level,MISRA Rule No
3767,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_MULTICAST_PACKETS_GOOD' with symbol 'Ifx_GETH_RX_MULTICAST_PACKETS_GOOD_Bits' at line 2053, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
3783,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_OCTET_COUNT_GOOD_BAD' with symbol 'Ifx_GETH_RX_OCTET_COUNT_GOOD_BAD_Bits' at line 2065, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
3791,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_OUT_OF_RANGE_TYPE_PACKETS' with symbol 'Ifx_GETH_RX_OUT_OF_RANGE_TYPE_PACKETS_Bits' at line 2072, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
3799,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_OVERSIZE_PACKETS_GOOD' with symbol 'Ifx_GETH_RX_OVERSIZE_PACKETS_GOOD_Bits' at line 2079, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
3807,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_PACKETS_COUNT_GOOD_BAD' with symbol 'Ifx_GETH_RX_PACKETS_COUNT_GOOD_BAD_Bits' at line 2086, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
3823,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_RECEIVE_ERROR_PACKETS' with symbol 'Ifx_GETH_RX_RECEIVE_ERROR_PACKETS_Bits' at line 2100, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
3839,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_UNDERSIZE_PACKETS_GOOD' with symbol 'Ifx_GETH_RX_UNDERSIZE_PACKETS_GOOD_Bits' at line 2114, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
3847,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_UNICAST_PACKETS_GOOD' with symbol 'Ifx_GETH_RX_UNICAST_PACKETS_GOOD_Bits' at line 2121, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
3855,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_VLAN_PACKETS_GOOD_BAD' with symbol 'Ifx_GETH_RX_VLAN_PACKETS_GOOD_BAD_Bits' at line 2128, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
3863,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_RX_WATCHDOG_ERROR_PACKETS' with symbol 'Ifx_GETH_RX_WATCHDOG_ERROR_PACKETS_Bits' at line 2135, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
3879,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_TX_1024TOMAXOCTETS_PACKETS_GOOD_BAD' with symbol 'Ifx_GETH_TX_1024TOMAXOCTETS_PACKETS_GOOD_BAD_Bits' at line 2151, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
3887,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_TX_128TO255OCTETS_PACKETS_GOOD_BAD' with symbol 'Ifx_GETH_TX_128TO255OCTETS_PACKETS_GOOD_BAD_Bits' at line 2158, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
3895,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_TX_256TO511OCTETS_PACKETS_GOOD_BAD' with symbol 'Ifx_GETH_TX_256TO511OCTETS_PACKETS_GOOD_BAD_Bits' at line 2165, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
3903,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_TX_512TO1023OCTETS_PACKETS_GOOD_BAD' with symbol 'Ifx_GETH_TX_512TO1023OCTETS_PACKETS_GOOD_BAD_Bits' at line 2172, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
3911,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_TX_64OCTETS_PACKETS_GOOD_BAD' with symbol 'Ifx_GETH_TX_64OCTETS_PACKETS_GOOD_BAD_Bits' at line 2179, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
3919,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_TX_65TO127OCTETS_PACKETS_GOOD_BAD' with symbol 'Ifx_GETH_TX_65TO127OCTETS_PACKETS_GOOD_BAD_Bits' at line 2186, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
3927,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_TX_BROADCAST_PACKETS_GOOD' with symbol 'Ifx_GETH_TX_BROADCAST_PACKETS_GOOD_BAD_Bits' at line 2200, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
3935,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_TX_BROADCAST_PACKETS_GOOD_BAD' with symbol 'Ifx_GETH_TX_BROADCAST_PACKETS_GOOD' at line 3927, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
3943,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_TX_CARRIER_ERROR_PACKETS' with symbol 'Ifx_GETH_TX_CARRIER_ERROR_PACKETS_Bits' at line 2207, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
3959,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_TX_EXCESSIVE_COLLISION_PACKETS' with symbol 'Ifx_GETH_TX_EXCESSIVE_COLLISION_PACKETS_Bits' at line 2221, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
3967,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_TX_EXCESSIVE_DEFERRAL_ERROR' with symbol 'Ifx_GETH_TX_EXCESSIVE_DEFERRAL_ERROR_Bits' at line 2228, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
3975,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_TX_LATE_COLLISION_PACKETS' with symbol 'Ifx_GETH_TX_LATE_COLLISION_PACKETS_Bits' at line 2235, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
3999,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_TX_MULTICAST_PACKETS_GOOD' with symbol 'Ifx_GETH_TX_MULTICAST_PACKETS_GOOD_BAD_Bits' at line 2263, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
4007,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_TX_MULTICAST_PACKETS_GOOD_BAD' with symbol 'Ifx_GETH_TX_MULTICAST_PACKETS_GOOD' at line 3999, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
4015,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_TX_MULTIPLE_COLLISION_GOOD_PACKETS' with symbol 'Ifx_GETH_TX_MULTIPLE_COLLISION_GOOD_PACKETS_Bits' at line 2270, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
4031,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_TX_OCTET_COUNT_GOOD_BAD' with symbol 'Ifx_GETH_TX_OCTET_COUNT_GOOD_BAD_Bits' at line 2282, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
4055,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_TX_PACKET_COUNT_GOOD_BAD' with symbol 'Ifx_GETH_TX_PACKET_COUNT_GOOD_BAD_Bits' at line 2303, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
4071,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_TX_SINGLE_COLLISION_GOOD_PACKETS' with symbol 'Ifx_GETH_TX_SINGLE_COLLISION_GOOD_PACKETS_Bits' at line 2317, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
4079,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_TX_UNDERFLOW_ERROR_PACKETS' with symbol 'Ifx_GETH_TX_UNDERFLOW_ERROR_PACKETS_Bits' at line 2324, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
4087,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,621,"""Identifier clash (symbol 'Ifx_GETH_TX_UNICAST_PACKETS_GOOD_BAD' with symbol 'Ifx_GETH_TX_UNICAST_PACKETS_GOOD_BAD_Bits' at line 2331, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
4309,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,658,"""Anonymous union assumed (use flag +fan)""",MM-PWT 5,N/A
4316,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,658,"""Anonymous union assumed (use flag +fan)""",MM-PWT 5,N/A
4340,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGeth_regdef.h,658,"""Anonymous union assumed (use flag +fan)""",MM-PWT 5,N/A
40,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGpt12_regdef.h,537,"""Repeated include file '/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/Ifx_TypesReg.h'""",MM-PWT 7,N/A
40,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGtm_regdef.h,537,"""Repeated include file '/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/Ifx_TypesReg.h'""",MM-PWT 7,N/A
6624,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGtm_regdef.h,621,"""Identifier clash (symbol 'Ifx_GTM_DPLL_CTRL_0_SHADOW_STATE' with symbol 'Ifx_GTM_DPLL_CTRL_0_SHADOW_STATE_Bits' at line 1806, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGtm_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
6632,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGtm_regdef.h,621,"""Identifier clash (symbol 'Ifx_GTM_DPLL_CTRL_0_SHADOW_TRIGGER' with symbol 'Ifx_GTM_DPLL_CTRL_0_SHADOW_TRIGGER_Bits' at line 1819, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGtm_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
6656,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGtm_regdef.h,621,"""Identifier clash (symbol 'Ifx_GTM_DPLL_CTRL_1_SHADOW_STATE' with symbol 'Ifx_GTM_DPLL_CTRL_1_SHADOW_STATE_Bits' at line 1898, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGtm_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
6664,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGtm_regdef.h,621,"""Identifier clash (symbol 'Ifx_GTM_DPLL_CTRL_1_SHADOW_TRIGGER' with symbol 'Ifx_GTM_DPLL_CTRL_1_SHADOW_TRIGGER_Bits' at line 1911, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGtm_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
8136,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGtm_regdef.h,621,"""Identifier clash (symbol 'Ifx_GTM_PSM_F2A_RD_CH_ARU_RD_FIFO' with symbol 'Ifx_GTM_PSM_F2A_RD_CH_ARU_RD_FIFO_Bits' at line 4639, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_micro/registers/IfxGtm_regdef.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c)""",MM-PWT 2,MISRA R 5.1
